filename,label,item_id
P19_06_0.jpg,0,06
P19_07_0.jpg,0,07
P19_08_0.jpg,0,08
P20_01_0.jpg,0,01
P20_02_0.jpg,0,02
P20_03_1.jpg,1,03
P20_04_1.jpg,1,04
P20_05_0.jpg,0,05
P20_06_0.jpg,0,06
P20_07_0.jpg,0,07
P20_08_0.jpg,0,08
P21_01_0.jpg,0,01
P21_02_0.jpg,0,02
P21_03_1.jpg,1,03
P21_04_1.jpg,1,04
P21_05_1.jpg,1,05
P21_06_0.jpg,0,06
P21_07_0.jpg,0,07
P21_08_0.jpg,0,08
P22_01_0.jpg,0,01
P22_02_0.jpg,0,02
P22_03_0.jpg,0,03
P22_04_0.jpg,0,04
P22_05_0.jpg,0,05
P22_06_0.jpg,0,06
P22_07_0.jpg,0,07
P22_08_1.jpg,1,08
P23_01_1.jpg,1,01
P23_02_1.jpg,1,02
P23_03_0.jpg,0,03
P23_04_0.jpg,0,04
P23_05_0.jpg,0,05
P23_06_0.jpg,0,06
P23_07_0.jpg,0,07
P23_08_0.jpg,0,08
P24_01_0.jpg,0,01
P24_02_0.jpg,0,02
P24_03_1.jpg,1,03
P24_04_1.jpg,1,04
P24_05_1.jpg,1,05
P24_06_0.jpg,0,06
P24_07_0.jpg,0,07
P24_08_0.jpg,0,08
